"region","name","alpha_admission","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","mu_D","mu_D_2","mu_D_3","mu_D_4","mu_gamma_H","mu_gamma_H_2","p_G_D","p_G_D_2","p_H","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC_15_24","p_NC_25_49","p_NC_50_64","p_NC_65_79","p_NC_80_plus","p_NC_weekend_15_24","p_NC_weekend_25_49","p_NC_weekend_50_64","p_NC_weekend_65_79","p_NC_weekend_80_plus","p_W_D","rel_p_D_alpha","rel_p_H_alpha","rel_p_ICU_alpha","rho_pillar2_tests","seed_date_alpha","start_date","ta_alpha"
"midlands","beta13",0,0,0,0,-3.08497900271271e-09,-5.12123816004536e-08,1.72356444677058e-07,-2.63864752111626e-07,2.80865200207145e-07,-3.46126265461012e-07,1.54864743072364e-07,-1.75518691350901e-09,5.14246129302828e-09,-4.37407305930874e-08,-5.02070717186602e-09,1.39622038163186e-08,-2.07976527891815e-08,-2.68413319667693e-10,2.83787179594801e-08,-4.81407797532039e-08,5.49216239192922e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82259223184104e-05,-7.71964050574637e-06,0
"midlands","beta14",0,0,0,0,-2.8242425681304e-08,5.62553533069693e-08,-1.48995434541276e-07,2.53455083694081e-07,-3.46126265461012e-07,8.41140818743373e-07,-5.82672953099928e-07,4.52778091666088e-08,-2.45363058196838e-08,1.06516022174996e-07,5.75704993561999e-10,-7.85922237837355e-09,2.57486055447531e-08,-3.91690345421651e-09,-3.46639029595202e-08,6.64504511164385e-08,-4.48857219097793e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87455736151325e-05,-9.34659234840602e-06,0
"midlands","beta15",0,0,0,0,3.53433672403013e-08,-3.29477000662929e-08,6.728893272828e-08,-9.27519181093296e-08,1.54864743072364e-07,-5.82672953099928e-07,8.52692750093643e-07,-1.04126829465606e-07,1.03680065048174e-07,3.68508507183565e-08,-1.67103769836267e-08,-1.39381229327896e-10,1.28026126515331e-08,-3.66482072784554e-08,4.65247413251529e-08,-2.98130483297268e-08,2.04784415843699e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23010091336058e-05,1.45151303536416e-05,0
"midlands","beta16",0,0,0,0,-8.23350691503772e-09,8.33587286472294e-09,4.18546554414316e-11,4.98282632685667e-09,-1.75518691350901e-09,4.52778091666088e-08,-1.04126829465606e-07,4.7794546140224e-08,-6.18850208989114e-08,5.82746430781123e-09,1.1760886459957e-09,-1.10048711782557e-09,3.47738850503643e-09,1.68028000656524e-09,2.86658221154148e-09,-1.6524928208842e-09,-2.72837411675981e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0825956202321e-06,-6.001045486282e-06,0
"midlands","beta17",0,0,0,0,-1.30049660901921e-08,-2.98540112874656e-09,-7.16277967310808e-11,-2.96601836671794e-09,5.14246129302828e-09,-2.45363058196838e-08,1.03680065048174e-07,-6.18850208989114e-08,1.23207853614657e-07,4.07618572746731e-10,-3.05953538232467e-09,2.59733358197574e-09,-1.73118803038275e-11,-1.7175521714976e-09,-8.67336052196689e-09,1.2840532575359e-08,7.021361570666e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.37606860829127e-06,-5.95932280328744e-06,0
"midlands","beta2",0,0,0,0,-5.65613908658532e-06,6.43015510663396e-08,-3.74938131856626e-08,4.05395517348935e-08,-4.37407305930874e-08,1.06516022174996e-07,3.68508507183565e-08,5.82746430781123e-09,4.07618572746731e-10,1.31589957335822e-05,-1.08425282823206e-06,4.69993405160987e-07,-3.99508573681815e-07,2.27210969644557e-07,-1.25970483673562e-07,2.26787214414102e-07,2.03776192890806e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8382185171869e-05,-0.00184777141915503,0
"midlands","beta3",0,0,0,0,2.01290618948268e-07,-2.11504596033979e-08,2.09025569531176e-08,-2.58766682239725e-09,-5.02070717186602e-09,5.75704993561999e-10,-1.67103769836267e-08,1.1760886459957e-09,-3.05953538232467e-09,-1.08425282823206e-06,2.05155004055118e-07,-1.33240848691622e-07,1.22401647457599e-07,-8.15100379739888e-08,5.61092798871919e-08,-6.62416776366678e-08,1.31541663809353e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17358331819399e-06,5.70930045234576e-05,0
"midlands","beta4",0,0,0,0,-6.21908787994892e-08,1.24644353725999e-08,-1.05303398640432e-08,-5.16831717541135e-09,1.39622038163186e-08,-7.85922237837355e-09,-1.39381229327896e-10,-1.10048711782557e-09,2.59733358197574e-09,4.69993405160987e-07,-1.33240848691622e-07,1.19578520596439e-07,-1.41477452073024e-07,1.00921429801896e-07,-6.39665786485389e-08,5.64429064670723e-08,-8.62783583264853e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11399915833728e-06,-1.75374374365949e-05,0
"midlands","beta5",0,0,0,0,4.63569199155898e-08,-7.35872280742759e-09,1.91607521580831e-08,7.8672854357854e-09,-2.07976527891815e-08,2.57486055447531e-08,1.28026126515331e-08,3.47738850503643e-09,-1.73118803038275e-11,-3.99508573681815e-07,1.22401647457599e-07,-1.41477452073024e-07,2.97638601885584e-07,-3.32472969623666e-07,1.76959780069954e-07,-9.57151891544288e-08,9.47066060289406e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99532821423839e-06,5.85359617951202e-06,0
"midlands","beta6",0,0,0,0,-3.7874631111089e-08,5.08057959207433e-08,-6.42418580944627e-08,2.38302657321679e-08,-2.68413319667693e-10,-3.91690345421651e-09,-3.66482072784554e-08,1.68028000656524e-09,-1.7175521714976e-09,2.27210969644557e-07,-8.15100379739888e-08,1.00921429801896e-07,-3.32472969623666e-07,6.74548311794714e-07,-5.31431803605041e-07,3.3520225899249e-07,-8.24608051553573e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28536435990816e-05,-9.6902071881906e-06,0
"midlands","beta7",0,0,0,0,3.8775689790359e-08,-1.1195042921458e-07,1.11637372764664e-07,-4.47971999826974e-08,2.83787179594801e-08,-3.46639029595202e-08,4.65247413251529e-08,2.86658221154148e-09,-8.67336052196689e-09,-1.25970483673562e-07,5.61092798871919e-08,-6.39665786485389e-08,1.76959780069954e-07,-5.31431803605041e-07,6.95524608514155e-07,-6.85241644666833e-07,2.23228638954411e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32402191872627e-05,1.02114749502459e-05,0
"midlands","beta8",0,0,0,0,-6.00820333439709e-08,2.98937882032777e-07,-2.32336294857628e-07,8.05989113419896e-08,-4.81407797532039e-08,6.64504511164385e-08,-2.98130483297268e-08,-1.6524928208842e-09,1.2840532575359e-08,2.26787214414102e-07,-6.62416776366678e-08,5.64429064670723e-08,-9.57151891544288e-08,3.3520225899249e-07,-6.85241644666833e-07,1.11577137876371e-06,-6.35905655791119e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72869558746376e-05,-2.37509350510771e-05,0
"midlands","beta9",0,0,0,0,-6.93258082367816e-08,-4.97724340207867e-07,3.89613809587963e-07,-9.78051509340608e-08,5.49216239192922e-08,-4.48857219097793e-08,2.04784415843699e-08,-2.72837411675981e-09,7.021361570666e-09,2.03776192890806e-08,1.31541663809353e-08,-8.62783583264853e-09,9.47066060289406e-09,-8.24608051553573e-08,2.23228638954411e-07,-6.35905655791119e-07,7.92119537972432e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6952341937334e-05,-2.82878061868149e-05,0
"midlands","seed_date_alpha",0,0,0,0,-1.2339260511473e-05,-7.04073908581297e-05,0.000103118928291189,-1.66268203978184e-05,1.82259223184104e-05,2.87455736151325e-05,3.23010091336058e-05,7.0825956202321e-06,-5.37606860829127e-06,-2.8382185171869e-05,4.17358331819399e-06,-4.11399915833728e-06,7.99532821423839e-06,-1.28536435990816e-05,1.32402191872627e-05,-1.72869558746376e-05,3.6952341937334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734609568041056,-0.00658384864169787,0
"midlands","start_date",0,0,0,0,0.00235333752692024,3.52593193965542e-05,-8.2180837061537e-05,1.48880252292513e-05,-7.71964050574637e-06,-9.34659234840602e-06,1.45151303536416e-05,-6.001045486282e-06,-5.95932280328744e-06,-0.00184777141915503,5.70930045234576e-05,-1.75374374365949e-05,5.85359617951202e-06,-9.6902071881906e-06,1.02114749502459e-05,-2.37509350510771e-05,-2.82878061868149e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00658384864169787,0.93574397111689,0
"north_east_and_yorkshire","beta1",0,0,0,0,2.16781885148546e-05,6.93320247149426e-08,-2.06862720348498e-07,8.46315588510259e-08,7.53609467276689e-08,-2.97598542386701e-08,-1.13699306738184e-07,1.4847304537913e-08,5.01329844088649e-09,-1.76158611999375e-05,3.98480434713485e-07,-1.7512788302456e-07,2.54188574594214e-07,-1.93428661654051e-07,6.03856275814931e-08,1.43793904813873e-08,-3.17410429114185e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.83070535841138e-05,0.00392959813706227,0
"north_east_and_yorkshire","beta10",0,0,0,0,6.93320247149426e-08,3.16605151351131e-07,-3.7483497853099e-07,9.82685281900001e-08,-4.77987377059227e-08,6.04007950208764e-08,-1.65821458136e-08,1.06465173867831e-08,-4.72967392067956e-09,1.14300278549513e-07,-1.24606647455812e-08,5.72604776620936e-09,-1.19243600995937e-08,4.67266294405632e-08,-8.57670434018468e-08,2.23767910746607e-07,-3.42481178436456e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.39160523402461e-05,1.63350102799523e-05,0
"north_east_and_yorkshire","beta11",0,0,0,0,-2.06862720348498e-07,-3.7483497853099e-07,8.00474566158371e-07,-3.90681648613595e-07,1.8161535855124e-07,-1.39427521996709e-07,3.56586578176087e-08,-1.46025043487876e-08,2.21660879409445e-08,-3.19272546535198e-08,-4.3285965511969e-09,1.06906093991498e-08,-5.19132982536534e-09,-3.82813235382444e-08,8.30038246943725e-08,-1.85760435852195e-07,2.91084001055776e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25147412354382e-05,-4.67649524014286e-05,0
"north_east_and_yorkshire","beta12",0,0,0,0,8.46315588510259e-08,9.82685281900001e-08,-3.90681648613595e-07,4.40519719841978e-07,-3.14864956504855e-07,2.91685127604703e-07,-8.37460028032477e-08,1.02795306176414e-08,-8.32904266550968e-09,-4.7978400142097e-09,1.37124479321852e-08,-1.55791852526974e-08,2.02942764142134e-08,4.99936764437348e-09,-1.7311012222667e-08,4.63913889776174e-08,-7.29568073416841e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09386571979166e-05,1.67438598481169e-05,0
"north_east_and_yorkshire","beta13",0,0,0,0,7.53609467276689e-08,-4.77987377059227e-08,1.8161535855124e-07,-3.14864956504855e-07,3.48201198970176e-07,-4.55698462651438e-07,2.07153367774591e-07,-1.33014205366694e-08,1.73811307696628e-08,-2.13279354021263e-08,-1.13808901282595e-08,1.34103241277387e-08,-1.52330192469629e-08,1.93781468517702e-10,1.43778875251942e-08,-2.8873987217136e-08,5.20003997624254e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168433078929e-05,1.46285127820719e-05,0
"north_east_and_yorkshire","beta14",0,0,0,0,-2.97598542386701e-08,6.04007950208764e-08,-1.39427521996709e-07,2.91685127604703e-07,-4.55698462651438e-07,1.08888526461338e-06,-7.92535427783305e-07,7.58624888410589e-08,-6.01540214453439e-08,-1.87952669052446e-07,4.77855567716887e-08,-4.34761991501036e-08,5.0906027674623e-08,-7.19926449652983e-09,-1.55344393455196e-08,3.58159367808832e-08,-4.59163453965875e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44014000674754e-05,-1.57622244174895e-05,0
"north_east_and_yorkshire","beta15",0,0,0,0,-1.13699306738184e-07,-1.65821458136e-08,3.56586578176087e-08,-8.37460028032477e-08,2.07153367774591e-07,-7.92535427783305e-07,1.14120664883467e-06,-1.53607447683655e-07,1.62926517316204e-07,2.9315381635064e-07,-5.92464288462903e-08,5.56584226479656e-08,-6.81233283818318e-08,3.74544741300367e-08,-3.14719975354180e-09,6.8440375638404e-09,-1.2663925840939e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30400082000383e-05,-2.23395509728424e-05,0
"north_east_and_yorkshire","beta16",0,0,0,0,1.4847304537913e-08,1.06465173867831e-08,-1.46025043487876e-08,1.02795306176414e-08,-1.33014205366694e-08,7.58624888410589e-08,-1.53607447683655e-07,6.16645974142591e-08,-7.77807290950629e-08,-2.68446548672591e-08,9.18409817195582e-09,-8.22877671338224e-09,6.98927773896141e-09,3.09093654842231e-09,-2.10419559679794e-09,4.89836304594963e-09,-4.26689564906284e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89508668616986e-06,2.37594393354215e-06,0
"north_east_and_yorkshire","beta17",0,0,0,0,5.01329844088649e-09,-4.72967392067956e-09,2.21660879409445e-08,-8.32904266550968e-09,1.73811307696628e-08,-6.01540214453439e-08,1.62926517316204e-07,-7.77807290950629e-08,1.50391161033155e-07,2.72533951128742e-08,-1.2402168847436e-08,1.03605004283022e-08,-4.71724404079555e-09,-9.82214548549696e-09,2.18899724967584e-08,-2.35009142934331e-08,8.49394710678066e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.66835728423313e-06,-3.20965996544602e-07,0
"north_east_and_yorkshire","beta2",0,0,0,0,-1.76158611999375e-05,1.14300278549513e-07,-3.19272546535198e-08,-4.7978400142097e-09,-2.13279354021263e-08,-1.87952669052446e-07,2.9315381635064e-07,-2.68446548672591e-08,2.72533951128742e-08,3.32865570060713e-05,-1.67691483749143e-06,7.96962214915382e-07,-8.66833841195066e-07,6.78359081058717e-07,-5.54022452060932e-07,6.97167013660623e-07,-2.09134604386747e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18499677324707e-05,-0.00254669889419496,0
"north_east_and_yorkshire","beta3",0,0,0,0,3.98480434713485e-07,-1.24606647455812e-08,-4.3285965511969e-09,1.37124479321852e-08,-1.13808901282595e-08,4.77855567716887e-08,-5.92464288462903e-08,9.18409817195582e-09,-1.2402168847436e-08,-1.67691483749143e-06,2.35091172193172e-07,-1.49883710693173e-07,1.5687950440651e-07,-9.02469590278705e-08,3.14598201056906e-08,-2.52244380478835e-08,1.1312184442703e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73777885047815e-06,4.47693254703521e-05,0
"north_east_and_yorkshire","beta4",0,0,0,0,-1.7512788302456e-07,5.72604776620936e-09,1.06906093991498e-08,-1.55791852526974e-08,1.34103241277387e-08,-4.34761991501036e-08,5.56584226479656e-08,-8.22877671338224e-09,1.03605004283022e-08,7.96962214915382e-07,-1.49883710693173e-07,1.29051625480546e-07,-1.71370290575649e-07,1.07208185408982e-07,-4.139148881993e-08,2.84263868937486e-08,-9.0282702607976e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07916747244145e-06,-1.98469103490367e-05,0
"north_east_and_yorkshire","beta5",0,0,0,0,2.54188574594214e-07,-1.19243600995937e-08,-5.19132982536534e-09,2.02942764142134e-08,-1.52330192469629e-08,5.0906027674623e-08,-6.81233283818318e-08,6.98927773896141e-09,-4.71724404079555e-09,-8.66833841195066e-07,1.5687950440651e-07,-1.71370290575649e-07,3.67500579859144e-07,-3.77961623817926e-07,1.87023818990809e-07,-1.14580662904579e-07,2.85586833354937e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7092863023691e-06,3.14283138962316e-05,0
"north_east_and_yorkshire","beta6",0,0,0,0,-1.93428661654051e-07,4.67266294405632e-08,-3.82813235382444e-08,4.99936764437348e-09,1.93781468517702e-10,-7.19926449652983e-09,3.74544741300367e-08,3.09093654842231e-09,-9.82214548549696e-09,6.78359081058717e-07,-9.02469590278705e-08,1.07208185408982e-07,-3.77961623817926e-07,7.64058317432921e-07,-5.96877158122154e-07,3.79390851188503e-07,-9.95449773223527e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01083921143733e-05,-2.15053880255147e-05,0
"north_east_and_yorkshire","beta7",0,0,0,0,6.03856275814931e-08,-8.57670434018468e-08,8.30038246943725e-08,-1.7311012222667e-08,1.43778875251942e-08,-1.55344393455196e-08,-3.14719975354180e-09,-2.10419559679794e-09,2.18899724967584e-08,-5.54022452060932e-07,3.14598201056906e-08,-4.139148881993e-08,1.87023818990809e-07,-5.96877158122154e-07,7.63377277582019e-07,-7.49902886386552e-07,2.26670128470035e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62456751385436e-07,-1.02113209291299e-05,0
"north_east_and_yorkshire","beta8",0,0,0,0,1.43793904813873e-08,2.23767910746607e-07,-1.85760435852195e-07,4.63913889776174e-08,-2.8873987217136e-08,3.58159367808832e-08,6.8440375638404e-09,4.89836304594963e-09,-2.35009142934331e-08,6.97167013660623e-07,-2.52244380478835e-08,2.84263868937486e-08,-1.14580662904579e-07,3.79390851188503e-07,-7.49902886386552e-07,1.19190225636338e-06,-5.89847934678797e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16402200218283e-05,3.08219164567114e-05,0
"north_east_and_yorkshire","beta9",0,0,0,0,-3.17410429114185e-08,-3.42481178436456e-07,2.91084001055776e-07,-7.29568073416841e-08,5.20003997624254e-08,-4.59163453965875e-08,-1.2663925840939e-09,-4.26689564906284e-09,8.49394710678066e-09,-2.09134604386747e-07,1.1312184442703e-08,-9.0282702607976e-09,2.85586833354937e-08,-9.95449773223527e-08,2.26670128470035e-07,-5.89847934678797e-07,6.36724610266717e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88896931767386e-05,-1.92270835458274e-05,0
"north_east_and_yorkshire","seed_date_alpha",0,0,0,0,-5.83070535841138e-05,-6.39160523402461e-05,9.25147412354382e-05,-1.09386571979166e-05,1.168433078929e-05,1.44014000674754e-05,5.30400082000383e-05,6.89508668616986e-06,-6.66835728423313e-06,-3.18499677324707e-05,5.73777885047815e-06,-1.07916747244145e-06,-2.7092863023691e-06,1.01083921143733e-05,3.62456751385436e-07,-2.16402200218283e-05,3.88896931767386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863227263092137,-0.0150157112766136,0
"north_east_and_yorkshire","start_date",0,0,0,0,0.00392959813706227,1.63350102799523e-05,-4.67649524014286e-05,1.67438598481169e-05,1.46285127820719e-05,-1.57622244174895e-05,-2.23395509728424e-05,2.37594393354215e-06,-3.20965996544602e-07,-0.00254669889419496,4.47693254703521e-05,-1.98469103490367e-05,3.14283138962316e-05,-2.15053880255147e-05,-1.02113209291299e-05,3.08219164567114e-05,-1.92270835458274e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150157112766136,0.743808607727899,0
"north_west","beta1",0,0,0,0,6.89294863798173e-06,-1.17952613920348e-07,1.49403991374786e-07,-8.1755457216273e-08,4.90003811578395e-08,-6.71554945574165e-08,6.43855030681314e-08,-2.7077520936966e-08,2.66834321598944e-08,-7.94638916651766e-06,2.40497272597826e-07,-1.17205252947448e-07,1.65942583890319e-07,-1.75171219276637e-07,2.2592127564927e-07,-4.25672985433712e-07,2.09184547220149e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30532285446758e-07,0.00218481740433102,0
"north_west","beta10",0,0,0,0,-1.17952613920348e-07,2.89870026667209e-07,-3.56417079810426e-07,1.17251421227235e-07,-4.57801125478206e-08,4.89791485131615e-08,7.68252370259714e-09,-7.25304768613988e-09,2.77064291090987e-08,2.28584834426461e-07,-2.05896568136883e-08,1.71743057921239e-08,-1.3752369459035e-08,3.74297345594667e-08,-5.42839928258784e-08,1.73101905691583e-07,-2.98660928192499e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.44172487814861e-05,-4.07186655489212e-05,0
"north_west","beta11",0,0,0,0,1.49403991374786e-07,-3.56417079810426e-07,7.84293393386187e-07,-4.29777503044278e-07,2.08509938086838e-07,-1.66922282251941e-07,5.69630227457415e-08,1.75336595573842e-08,-3.72276448463328e-08,-1.65676213995127e-07,2.75793196015275e-08,-2.43632288169131e-08,2.25513931199237e-08,-8.40735540315097e-09,2.65448723546354e-08,-1.43302472944664e-07,2.90053040156458e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135620711045484,5.14272077733057e-05,0
"north_west","beta12",0,0,0,0,-8.1755457216273e-08,1.17251421227235e-07,-4.29777503044278e-07,5.06778574912006e-07,-3.75884120746289e-07,3.5165030454806e-07,-1.29866301437915e-07,1.64573912909687e-09,1.56841427616147e-08,4.60170840388099e-08,-8.61952619075293e-09,1.17997341058692e-08,6.3336129329989e-09,-2.48450649919008e-08,1.76030733978637e-08,4.90273327187058e-08,-9.13847908260112e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.60705320166865e-05,-3.39093290831447e-05,0
"north_west","beta13",0,0,0,0,4.90003811578395e-08,-4.57801125478206e-08,2.08509938086838e-07,-3.75884120746289e-07,4.17321865303231e-07,-4.94712095200845e-07,2.0928805420932e-07,-4.92151532361565e-09,8.97416369174691e-09,9.88788392987499e-08,-2.53615814588034e-09,5.57898008505793e-11,-9.41618448728271e-09,2.32814686789938e-08,-9.02441089593818e-09,-2.48329432183422e-08,5.25311208170022e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72851560400703e-05,2.13523406501364e-05,0
"north_west","beta14",0,0,0,0,-6.71554945574165e-08,4.89791485131615e-08,-1.66922282251941e-07,3.5165030454806e-07,-4.94712095200845e-07,1.1126337330518e-06,-8.19089494208518e-07,6.95406737830155e-08,-5.76628152488486e-08,-7.56962362649908e-08,-5.37059721987311e-09,8.22840380447564e-09,2.26367306083244e-08,-4.6099123244358e-08,2.72250206446701e-08,4.79741539592424e-08,-4.99417943808088e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34065056630513e-05,-3.66873628144071e-05,0
"north_west","beta15",0,0,0,0,6.43855030681314e-08,7.68252370259714e-09,5.69630227457415e-08,-1.29866301437915e-07,2.0928805420932e-07,-8.19089494208518e-07,1.33896256628333e-06,-1.70770011127418e-07,1.97287088681859e-07,1.47407083829457e-07,1.39181307379681e-08,-5.81853715028153e-09,-3.52032557163512e-08,8.32583541859849e-08,-5.54219438544855e-08,3.71115987355472e-08,-1.56133234380198e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56802635125157e-05,3.56258472834038e-05,0
"north_west","beta16",0,0,0,0,-2.7077520936966e-08,-7.25304768613988e-09,1.75336595573842e-08,1.64573912909687e-09,-4.92151532361565e-09,6.95406737830155e-08,-1.70770011127418e-07,6.15171794255371e-08,-7.745133740158e-08,5.50752894825508e-08,-8.7843925555091e-09,7.05256410563659e-09,2.58559640380703e-09,-1.23840788257859e-08,1.26855255761638e-08,-9.41364680425059e-09,1.80483176165476e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0808914878337e-06,-1.10384126788644e-05,0
"north_west","beta17",0,0,0,0,2.66834321598944e-08,2.77064291090987e-08,-3.72276448463328e-08,1.56841427616147e-08,8.97416369174691e-09,-5.76628152488486e-08,1.97287088681859e-07,-7.745133740158e-08,1.55616570953055e-07,-6.28370485215968e-08,1.35183502516674e-08,-1.00609685744262e-08,4.24475299585745e-09,1.57177603492568e-08,-7.99682938864262e-09,1.48891297737921e-08,-2.50366701687188e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.97264127638934e-06,7.48358575943919e-06,0
"north_west","beta2",0,0,0,0,-7.94638916651766e-06,2.28584834426461e-07,-1.65676213995127e-07,4.60170840388099e-08,9.88788392987499e-08,-7.56962362649908e-08,1.47407083829457e-07,5.50752894825508e-08,-6.28370485215968e-08,2.52944513672458e-05,-1.40389090900892e-06,7.01038630215405e-07,-7.50471696983603e-07,6.95912642458183e-07,-4.7672234469568e-07,7.91694747575991e-07,-3.80970348899117e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54242768456791e-05,-0.00192495884669454,0
"north_west","beta3",0,0,0,0,2.40497272597826e-07,-2.05896568136883e-08,2.75793196015275e-08,-8.61952619075293e-09,-2.53615814588034e-09,-5.37059721987311e-09,1.39181307379681e-08,-8.7843925555091e-09,1.35183502516674e-08,-1.40389090900892e-06,1.97650465781757e-07,-1.31186497504902e-07,1.31682927255446e-07,-1.09197749079958e-07,6.56157459472774e-08,-7.54465837801881e-08,3.30005120715454e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24253607173138e-06,5.51582137234154e-05,0
"north_west","beta4",0,0,0,0,-1.17205252947448e-07,1.71743057921239e-08,-2.43632288169131e-08,1.17997341058692e-08,5.57898008505793e-11,8.22840380447564e-09,-5.81853715028153e-09,7.05256410563659e-09,-1.00609685744262e-08,7.01038630215405e-07,-1.31186497504902e-07,1.16888293263028e-07,-1.45892517592252e-07,1.16299503089947e-07,-6.14906751634396e-08,6.31025135322407e-08,-2.651877881454e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21297481514317e-06,-2.87658514381437e-05,0
