"region","name","initial","min","max","integer","include","key"
"east_of_england","alpha_admission",0.0876621854554869,0,1,FALSE,TRUE,"alpha_admissioneast_of_england"
"london","alpha_admission",0.117355852387969,0,1,FALSE,TRUE,"alpha_admissionlondon"
"midlands","alpha_admission",0.0675541692038179,0,1,FALSE,TRUE,"alpha_admissionmidlands"
"north_east_and_yorkshire","alpha_admission",0.0684696969735869,0,1,FALSE,TRUE,"alpha_admissionnorth_east_and_yorkshire"
"north_west","alpha_admission",0.0691691656745326,0,1,FALSE,TRUE,"alpha_admissionnorth_west"
"south_east","alpha_admission",0.0930054905484768,0,1,FALSE,TRUE,"alpha_admissionsouth_east"
"south_west","alpha_admission",0.109972788081617,0,1,FALSE,TRUE,"alpha_admissionsouth_west"
"east_of_england","alpha_D",0.386724906644153,0,1,FALSE,TRUE,"alpha_Deast_of_england"
"london","alpha_D",0.600533495642691,0,1,FALSE,TRUE,"alpha_Dlondon"
"midlands","alpha_D",0.343147827744692,0,1,FALSE,TRUE,"alpha_Dmidlands"
"north_east_and_yorkshire","alpha_D",0.402055398424614,0,1,FALSE,TRUE,"alpha_Dnorth_east_and_yorkshire"
"north_west","alpha_D",0.338367860090299,0,1,FALSE,TRUE,"alpha_Dnorth_west"
"south_east","alpha_D",0.507882871660985,0,1,FALSE,TRUE,"alpha_Dsouth_east"
"south_west","alpha_D",0.630702387706676,0,1,FALSE,TRUE,"alpha_Dsouth_west"
"east_of_england","alpha_death_hosp",0.0480612164953177,0,1,FALSE,TRUE,"alpha_death_hospeast_of_england"
"london","alpha_death_hosp",0.0319707682826549,0,1,FALSE,TRUE,"alpha_death_hosplondon"
"midlands","alpha_death_hosp",0.0234498050429124,0,1,FALSE,TRUE,"alpha_death_hospmidlands"
"north_east_and_yorkshire","alpha_death_hosp",0.0448240124210946,0,1,FALSE,TRUE,"alpha_death_hospnorth_east_and_yorkshire"
"north_west","alpha_death_hosp",0.0214635735443912,0,1,FALSE,TRUE,"alpha_death_hospnorth_west"
"south_east","alpha_death_hosp",0.0312793393328624,0,1,FALSE,TRUE,"alpha_death_hospsouth_east"
"south_west","alpha_death_hosp",0.0287137141955521,0,1,FALSE,TRUE,"alpha_death_hospsouth_west"
"east_of_england","alpha_H",0.0237531083171052,0,1,FALSE,TRUE,"alpha_Heast_of_england"
"london","alpha_H",0.038523508968656,0,1,FALSE,TRUE,"alpha_Hlondon"
"midlands","alpha_H",0.0296159207974288,0,1,FALSE,TRUE,"alpha_Hmidlands"
"north_east_and_yorkshire","alpha_H",0.0185823722856394,0,1,FALSE,TRUE,"alpha_Hnorth_east_and_yorkshire"
"north_west","alpha_H",0.037514360892289,0,1,FALSE,TRUE,"alpha_Hnorth_west"
"south_east","alpha_H",0.0171553247115737,0,1,FALSE,TRUE,"alpha_Hsouth_east"
"south_west","alpha_H",0.0282355116579792,0,1,FALSE,TRUE,"alpha_Hsouth_west"
"east_of_england","beta1",0.109963550200699,0,1,FALSE,TRUE,"beta1east_of_england"
"london","beta1",0.0789728781558378,0,1,FALSE,TRUE,"beta1london"
"midlands","beta1",0.0942870393239847,0,1,FALSE,TRUE,"beta1midlands"
"north_east_and_yorkshire","beta1",0.111737117770797,0,1,FALSE,TRUE,"beta1north_east_and_yorkshire"
"north_west","beta1",0.0960672580085617,0,1,FALSE,TRUE,"beta1north_west"
"south_east","beta1",0.0833128429612994,0,1,FALSE,TRUE,"beta1south_east"
"south_west","beta1",0.0887940394796299,0,1,FALSE,TRUE,"beta1south_west"
"east_of_england","beta10",0.0505560037497906,0,1,FALSE,TRUE,"beta10east_of_england"
"london","beta10",0.0522319292857582,0,1,FALSE,TRUE,"beta10london"
"midlands","beta10",0.0529333446768038,0,1,FALSE,TRUE,"beta10midlands"
"north_east_and_yorkshire","beta10",0.0447364236259045,0,1,FALSE,TRUE,"beta10north_east_and_yorkshire"
"north_west","beta10",0.0458082533696414,0,1,FALSE,TRUE,"beta10north_west"
"south_east","beta10",0.0540937413489796,0,1,FALSE,TRUE,"beta10south_east"
"south_west","beta10",0.0551870921618716,0,1,FALSE,TRUE,"beta10south_west"
"east_of_england","beta11",0.0428842006780887,0,1,FALSE,TRUE,"beta11east_of_england"
"london","beta11",0.0437230738699978,0,1,FALSE,TRUE,"beta11london"
"midlands","beta11",0.0416257404303518,0,1,FALSE,TRUE,"beta11midlands"
"north_east_and_yorkshire","beta11",0.0480197714633572,0,1,FALSE,TRUE,"beta11north_east_and_yorkshire"
"north_west","beta11",0.0413995965507572,0,1,FALSE,TRUE,"beta11north_west"
"south_east","beta11",0.0428457106491529,0,1,FALSE,TRUE,"beta11south_east"
"south_west","beta11",0.0424044657969918,0,1,FALSE,TRUE,"beta11south_west"
"east_of_england","beta12",0.036981120263678,0,1,FALSE,TRUE,"beta12east_of_england"
"london","beta12",0.0419856410878317,0,1,FALSE,TRUE,"beta12london"
"midlands","beta12",0.0405836268321894,0,1,FALSE,TRUE,"beta12midlands"
"north_east_and_yorkshire","beta12",0.0346974799152358,0,1,FALSE,TRUE,"beta12north_east_and_yorkshire"
"north_west","beta12",0.0354729338169296,0,1,FALSE,TRUE,"beta12north_west"
"south_east","beta12",0.0361893207160186,0,1,FALSE,TRUE,"beta12south_east"
"south_west","beta12",0.0347178917046695,0,1,FALSE,TRUE,"beta12south_west"
"east_of_england","beta13",0.038233368407949,0,1,FALSE,TRUE,"beta13east_of_england"
"london","beta13",0.0420905209117495,0,1,FALSE,TRUE,"beta13london"
"midlands","beta13",0.0363113699044191,0,1,FALSE,TRUE,"beta13midlands"
"north_east_and_yorkshire","beta13",0.0389494293334221,0,1,FALSE,TRUE,"beta13north_east_and_yorkshire"
"north_west","beta13",0.0435190448374251,0,1,FALSE,TRUE,"beta13north_west"
"south_east","beta13",0.0339204171957764,0,1,FALSE,TRUE,"beta13south_east"
"south_west","beta13",0.0323182490576453,0,1,FALSE,TRUE,"beta13south_west"
"east_of_england","beta14",0.0370822401959394,0,1,FALSE,TRUE,"beta14east_of_england"
"london","beta14",0.0444450184992043,0,1,FALSE,TRUE,"beta14london"
"midlands","beta14",0.0432778948387971,0,1,FALSE,TRUE,"beta14midlands"
"north_east_and_yorkshire","beta14",0.0408109005709711,0,1,FALSE,TRUE,"beta14north_east_and_yorkshire"
"north_west","beta14",0.0432737219370662,0,1,FALSE,TRUE,"beta14north_west"
"south_east","beta14",0.0349863668400266,0,1,FALSE,TRUE,"beta14south_east"
"south_west","beta14",0.0365460558711856,0,1,FALSE,TRUE,"beta14south_west"
"east_of_england","beta15",0.0392188505109103,0,1,FALSE,TRUE,"beta15east_of_england"
"london","beta15",0.0416614868655826,0,1,FALSE,TRUE,"beta15london"
"midlands","beta15",0.0514766390957713,0,1,FALSE,TRUE,"beta15midlands"
"north_east_and_yorkshire","beta15",0.0526934181160028,0,1,FALSE,TRUE,"beta15north_east_and_yorkshire"
"north_west","beta15",0.0654827512613057,0,1,FALSE,TRUE,"beta15north_west"
"south_east","beta15",0.0386345157701187,0,1,FALSE,TRUE,"beta15south_east"
"south_west","beta15",0.0532516596718444,0,1,FALSE,TRUE,"beta15south_west"
"east_of_england","beta16",0.0229498878936699,0,1,FALSE,TRUE,"beta16east_of_england"
"london","beta16",0.0260019860449986,0,1,FALSE,TRUE,"beta16london"
"midlands","beta16",0.0277763784836772,0,1,FALSE,TRUE,"beta16midlands"
"north_east_and_yorkshire","beta16",0.0289538171591349,0,1,FALSE,TRUE,"beta16north_east_and_yorkshire"
"north_west","beta16",0.0296227823866927,0,1,FALSE,TRUE,"beta16north_west"
"south_east","beta16",0.0225185894438796,0,1,FALSE,TRUE,"beta16south_east"
"south_west","beta16",0.0219720001435839,0,1,FALSE,TRUE,"beta16south_west"
"east_of_england","beta17",0.0263089185513971,0,1,FALSE,TRUE,"beta17east_of_england"
"london","beta17",0.02946381490058,0,1,FALSE,TRUE,"beta17london"
"midlands","beta17",0.0281175225514051,0,1,FALSE,TRUE,"beta17midlands"
"north_east_and_yorkshire","beta17",0.0297555261070073,0,1,FALSE,TRUE,"beta17north_east_and_yorkshire"
"north_west","beta17",0.0315076215602969,0,1,FALSE,TRUE,"beta17north_west"
"south_east","beta17",0.0252491868098975,0,1,FALSE,TRUE,"beta17south_east"
"south_west","beta17",0.0240380924195701,0,1,FALSE,TRUE,"beta17south_west"
"east_of_england","beta18",0.0382413488929703,0,1,FALSE,TRUE,"beta18east_of_england"
"london","beta18",0.0460989474175262,0,1,FALSE,TRUE,"beta18london"
"midlands","beta18",0.0371432810646623,0,1,FALSE,TRUE,"beta18midlands"
"north_east_and_yorkshire","beta18",0.0379409411611706,0,1,FALSE,TRUE,"beta18north_east_and_yorkshire"
"north_west","beta18",0.038946905888257,0,1,FALSE,TRUE,"beta18north_west"
"south_east","beta18",0.03889658379018,0,1,FALSE,TRUE,"beta18south_east"
"south_west","beta18",0.0390458278045573,0,1,FALSE,TRUE,"beta18south_west"
"east_of_england","beta19",0.0308904684235485,0,1,FALSE,TRUE,"beta19east_of_england"
"london","beta19",0.0345835972150891,0,1,FALSE,TRUE,"beta19london"
"midlands","beta19",0.0379317229689612,0,1,FALSE,TRUE,"beta19midlands"
"north_east_and_yorkshire","beta19",0.0361066861534989,0,1,FALSE,TRUE,"beta19north_east_and_yorkshire"
"north_west","beta19",0.0385331656709222,0,1,FALSE,TRUE,"beta19north_west"
"south_east","beta19",0.0285420545995782,0,1,FALSE,TRUE,"beta19south_east"
"south_west","beta19",0.0228942762200112,0,1,FALSE,TRUE,"beta19south_west"
"east_of_england","beta2",0.0599945004530416,0,1,FALSE,TRUE,"beta2east_of_england"
"london","beta2",0.0533592816991565,0,1,FALSE,TRUE,"beta2london"
"midlands","beta2",0.0455935304700763,0,1,FALSE,TRUE,"beta2midlands"
"north_east_and_yorkshire","beta2",0.0866802535354408,0,1,FALSE,TRUE,"beta2north_east_and_yorkshire"
"north_west","beta2",0.099889340805603,0,1,FALSE,TRUE,"beta2north_west"
"south_east","beta2",0.0568591531673821,0,1,FALSE,TRUE,"beta2south_east"
"south_west","beta2",0.0572764379598892,0,1,FALSE,TRUE,"beta2south_west"
"east_of_england","beta20",0.0312377091675165,0,1,FALSE,TRUE,"beta20east_of_england"
"london","beta20",0.0351918577107436,0,1,FALSE,TRUE,"beta20london"
"midlands","beta20",0.0340215427409841,0,1,FALSE,TRUE,"beta20midlands"
