"region","name","initial","min","max","integer","include","key"
"north_east_and_yorkshire","beta20",0.037713137420208,0,1,FALSE,TRUE,"beta20north_east_and_yorkshire"
"north_west","beta20",0.0411967204497275,0,1,FALSE,TRUE,"beta20north_west"
"south_east","beta20",0.0291585470364366,0,1,FALSE,TRUE,"beta20south_east"
"south_west","beta20",0.0309103917680641,0,1,FALSE,TRUE,"beta20south_west"
"east_of_england","beta21",0.03226011649919,0,1,FALSE,TRUE,"beta21east_of_england"
"london","beta21",0.0328982469563311,0,1,FALSE,TRUE,"beta21london"
"midlands","beta21",0.0367825241133494,0,1,FALSE,TRUE,"beta21midlands"
"north_east_and_yorkshire","beta21",0.0388179977195529,0,1,FALSE,TRUE,"beta21north_east_and_yorkshire"
"north_west","beta21",0.0329025205422369,0,1,FALSE,TRUE,"beta21north_west"
"south_east","beta21",0.0334228754692218,0,1,FALSE,TRUE,"beta21south_east"
"south_west","beta21",0.036147412162933,0,1,FALSE,TRUE,"beta21south_west"
"east_of_england","beta22",0.0423075677459989,0,1,FALSE,TRUE,"beta22east_of_england"
"london","beta22",0.0447294797550219,0,1,FALSE,TRUE,"beta22london"
"midlands","beta22",0.0413725631074922,0,1,FALSE,TRUE,"beta22midlands"
"north_east_and_yorkshire","beta22",0.0429585206469699,0,1,FALSE,TRUE,"beta22north_east_and_yorkshire"
"north_west","beta22",0.0410340738551742,0,1,FALSE,TRUE,"beta22north_west"
"south_east","beta22",0.0403619895812586,0,1,FALSE,TRUE,"beta22south_east"
"south_west","beta22",0.0313306432502546,0,1,FALSE,TRUE,"beta22south_west"
"east_of_england","beta23",0.0383909400944296,0,1,FALSE,TRUE,"beta23east_of_england"
"london","beta23",0.0399000308474701,0,1,FALSE,TRUE,"beta23london"
"midlands","beta23",0.0365353907990482,0,1,FALSE,TRUE,"beta23midlands"
"north_east_and_yorkshire","beta23",0.03759223145356,0,1,FALSE,TRUE,"beta23north_east_and_yorkshire"
"north_west","beta23",0.040937684326599,0,1,FALSE,TRUE,"beta23north_west"
"south_east","beta23",0.0381057979538822,0,1,FALSE,TRUE,"beta23south_east"
"south_west","beta23",0.0399500335875613,0,1,FALSE,TRUE,"beta23south_west"
"east_of_england","beta24",0.0282511219662543,0,1,FALSE,TRUE,"beta24east_of_england"
"london","beta24",0.032006078668404,0,1,FALSE,TRUE,"beta24london"
"midlands","beta24",0.0304593360738464,0,1,FALSE,TRUE,"beta24midlands"
"north_east_and_yorkshire","beta24",0.0297236315242184,0,1,FALSE,TRUE,"beta24north_east_and_yorkshire"
"north_west","beta24",0.0343265222990489,0,1,FALSE,TRUE,"beta24north_west"
"south_east","beta24",0.0276013615658201,0,1,FALSE,TRUE,"beta24south_east"
"south_west","beta24",0.0256951517086753,0,1,FALSE,TRUE,"beta24south_west"
"east_of_england","beta25",0.0380219951230622,0,1,FALSE,TRUE,"beta25east_of_england"
"london","beta25",0.0404407340752629,0,1,FALSE,TRUE,"beta25london"
"midlands","beta25",0.0417384161289168,0,1,FALSE,TRUE,"beta25midlands"
"north_east_and_yorkshire","beta25",0.0440105459277351,0,1,FALSE,TRUE,"beta25north_east_and_yorkshire"
"north_west","beta25",0.04770900456516,0,1,FALSE,TRUE,"beta25north_west"
"south_east","beta25",0.0388691219889824,0,1,FALSE,TRUE,"beta25south_east"
"south_west","beta25",0.0391558644625815,0,1,FALSE,TRUE,"beta25south_west"
"east_of_england","beta26",0.0325661498672797,0,1,FALSE,TRUE,"beta26east_of_england"
"london","beta26",0.0361311351127296,0,1,FALSE,TRUE,"beta26london"
"midlands","beta26",0.036897180519788,0,1,FALSE,TRUE,"beta26midlands"
"north_east_and_yorkshire","beta26",0.0418425674444616,0,1,FALSE,TRUE,"beta26north_east_and_yorkshire"
"north_west","beta26",0.045860003371317,0,1,FALSE,TRUE,"beta26north_west"
"south_east","beta26",0.0309011998047289,0,1,FALSE,TRUE,"beta26south_east"
"south_west","beta26",0.0310787436233957,0,1,FALSE,TRUE,"beta26south_west"
"east_of_england","beta27",0.0394567813928293,0,1,FALSE,TRUE,"beta27east_of_england"
"london","beta27",0.0424559198681758,0,1,FALSE,TRUE,"beta27london"
"midlands","beta27",0.0439291657492519,0,1,FALSE,TRUE,"beta27midlands"
"north_east_and_yorkshire","beta27",0.0476450562201099,0,1,FALSE,TRUE,"beta27north_east_and_yorkshire"
"north_west","beta27",0.0490164412379369,0,1,FALSE,TRUE,"beta27north_west"
"south_east","beta27",0.0387022572979441,0,1,FALSE,TRUE,"beta27south_east"
"south_west","beta27",0.0397376563690554,0,1,FALSE,TRUE,"beta27south_west"
"east_of_england","beta28",0.0519927800323455,0,1,FALSE,TRUE,"beta28east_of_england"
"london","beta28",0.0504128960741173,0,1,FALSE,TRUE,"beta28london"
"midlands","beta28",0.0532702499387156,0,1,FALSE,TRUE,"beta28midlands"
"north_east_and_yorkshire","beta28",0.0560977778133945,0,1,FALSE,TRUE,"beta28north_east_and_yorkshire"
"north_west","beta28",0.0625357196330443,0,1,FALSE,TRUE,"beta28north_west"
"south_east","beta28",0.0525552609273707,0,1,FALSE,TRUE,"beta28south_east"
"south_west","beta28",0.053188420776521,0,1,FALSE,TRUE,"beta28south_west"
"east_of_england","beta29",0.0445168040345184,0,1,FALSE,TRUE,"beta29east_of_england"
"london","beta29",0.0477925032659636,0,1,FALSE,TRUE,"beta29london"
"midlands","beta29",0.0487891025473066,0,1,FALSE,TRUE,"beta29midlands"
"north_east_and_yorkshire","beta29",0.0540290869846926,0,1,FALSE,TRUE,"beta29north_east_and_yorkshire"
"north_west","beta29",0.0553773373244036,0,1,FALSE,TRUE,"beta29north_west"
"south_east","beta29",0.0451503301657885,0,1,FALSE,TRUE,"beta29south_east"
"south_west","beta29",0.0461965781836286,0,1,FALSE,TRUE,"beta29south_west"
"east_of_england","beta3",0.0299508918869671,0,1,FALSE,TRUE,"beta3east_of_england"
"london","beta3",0.0217575816347629,0,1,FALSE,TRUE,"beta3london"
"midlands","beta3",0.0276925416681816,0,1,FALSE,TRUE,"beta3midlands"
"north_east_and_yorkshire","beta3",0.0307618860509102,0,1,FALSE,TRUE,"beta3north_east_and_yorkshire"
"north_west","beta3",0.0272703416340055,0,1,FALSE,TRUE,"beta3north_west"
"south_east","beta3",0.0291339705132248,0,1,FALSE,TRUE,"beta3south_east"
"south_west","beta3",0.030730674407116,0,1,FALSE,TRUE,"beta3south_west"
"east_of_england","beta30",0.0441626601985208,0,1,FALSE,TRUE,"beta30east_of_england"
"london","beta30",0.0485906403038532,0,1,FALSE,TRUE,"beta30london"
"midlands","beta30",0.0509594118821428,0,1,FALSE,TRUE,"beta30midlands"
"north_east_and_yorkshire","beta30",0.0546469139480724,0,1,FALSE,TRUE,"beta30north_east_and_yorkshire"
"north_west","beta30",0.05882037038161,0,1,FALSE,TRUE,"beta30north_west"
"south_east","beta30",0.0456612061576494,0,1,FALSE,TRUE,"beta30south_east"
"south_west","beta30",0.0465878718597915,0,1,FALSE,TRUE,"beta30south_west"
"east_of_england","beta31",0.0555496576053901,0,1,FALSE,TRUE,"beta31east_of_england"
"london","beta31",0.054965271486152,0,1,FALSE,TRUE,"beta31london"
"midlands","beta31",0.0566408790536879,0,1,FALSE,TRUE,"beta31midlands"
"north_east_and_yorkshire","beta31",0.0589964627781531,0,1,FALSE,TRUE,"beta31north_east_and_yorkshire"
"north_west","beta31",0.064849109912043,0,1,FALSE,TRUE,"beta31north_west"
"south_east","beta31",0.0528921579354122,0,1,FALSE,TRUE,"beta31south_east"
"south_west","beta31",0.0537020764742045,0,1,FALSE,TRUE,"beta31south_west"
"east_of_england","beta32",0.0423106554494016,0,1,FALSE,TRUE,"beta32east_of_england"
"london","beta32",0.0331522482700079,0,1,FALSE,TRUE,"beta32london"
"midlands","beta32",0.0511193762268464,0,1,FALSE,TRUE,"beta32midlands"
"north_east_and_yorkshire","beta32",0.057998775937295,0,1,FALSE,TRUE,"beta32north_east_and_yorkshire"
"north_west","beta32",0.0473802543195832,0,1,FALSE,TRUE,"beta32north_west"
"south_east","beta32",0.0415095312762861,0,1,FALSE,TRUE,"beta32south_east"
"south_west","beta32",0.0469924943927727,0,1,FALSE,TRUE,"beta32south_west"
"east_of_england","beta33",0.0216221812041315,0,1,FALSE,TRUE,"beta33east_of_england"
"london","beta33",0.0239508319887306,0,1,FALSE,TRUE,"beta33london"
"midlands","beta33",0.0212299174708703,0,1,FALSE,TRUE,"beta33midlands"
"north_east_and_yorkshire","beta33",0.0227089401321706,0,1,FALSE,TRUE,"beta33north_east_and_yorkshire"
"north_west","beta33",0.0238230223389546,0,1,FALSE,TRUE,"beta33north_west"
"south_east","beta33",0.0227033216346484,0,1,FALSE,TRUE,"beta33south_east"
"south_west","beta33",0.0226945107309289,0,1,FALSE,TRUE,"beta33south_west"
"east_of_england","beta34",0.0426715995449584,0,1,FALSE,TRUE,"beta34east_of_england"
"london","beta34",0.0364364019655452,0,1,FALSE,TRUE,"beta34london"
"midlands","beta34",0.0392120341118613,0,1,FALSE,TRUE,"beta34midlands"
"north_east_and_yorkshire","beta34",0.0365785574048698,0,1,FALSE,TRUE,"beta34north_east_and_yorkshire"
"north_west","beta34",0.0369871330974603,0,1,FALSE,TRUE,"beta34north_west"
"south_east","beta34",0.0418050332110114,0,1,FALSE,TRUE,"beta34south_east"
"south_west","beta34",0.0398734481376186,0,1,FALSE,TRUE,"beta34south_west"
"east_of_england","beta35",0.0260462543489491,0,1,FALSE,TRUE,"beta35east_of_england"
"london","beta35",0.0345674940002391,0,1,FALSE,TRUE,"beta35london"
"midlands","beta35",0.0292204287129289,0,1,FALSE,TRUE,"beta35midlands"
"north_east_and_yorkshire","beta35",0.0292393780990106,0,1,FALSE,TRUE,"beta35north_east_and_yorkshire"
"north_west","beta35",0.0327593761866699,0,1,FALSE,TRUE,"beta35north_west"
"south_east","beta35",0.0310662138162375,0,1,FALSE,TRUE,"beta35south_east"
"south_west","beta35",0.030288763516851,0,1,FALSE,TRUE,"beta35south_west"
"east_of_england","beta36",0.0462895606576227,0,1,FALSE,TRUE,"beta36east_of_england"
"london","beta36",0.0341771821131904,0,1,FALSE,TRUE,"beta36london"
"midlands","beta36",0.0372169639330862,0,1,FALSE,TRUE,"beta36midlands"
"north_east_and_yorkshire","beta36",0.0412866156732711,0,1,FALSE,TRUE,"beta36north_east_and_yorkshire"
"north_west","beta36",0.0412582474971035,0,1,FALSE,TRUE,"beta36north_west"
"south_east","beta36",0.0404262981956408,0,1,FALSE,TRUE,"beta36south_east"
"south_west","beta36",0.0418654713294825,0,1,FALSE,TRUE,"beta36south_west"
"east_of_england","beta4",0.03300998310751,0,1,FALSE,TRUE,"beta4east_of_england"
"london","beta4",0.037014194978978,0,1,FALSE,TRUE,"beta4london"
"midlands","beta4",0.0357946203785115,0,1,FALSE,TRUE,"beta4midlands"
"north_east_and_yorkshire","beta4",0.0332921769802597,0,1,FALSE,TRUE,"beta4north_east_and_yorkshire"
"north_west","beta4",0.0370311697370631,0,1,FALSE,TRUE,"beta4north_west"
"south_east","beta4",0.0328935925054145,0,1,FALSE,TRUE,"beta4south_east"
"south_west","beta4",0.0297549349033498,0,1,FALSE,TRUE,"beta4south_west"
"east_of_england","beta5",0.0329200995011383,0,1,FALSE,TRUE,"beta5east_of_england"
"london","beta5",0.036517711045908,0,1,FALSE,TRUE,"beta5london"
"midlands","beta5",0.0319241653231292,0,1,FALSE,TRUE,"beta5midlands"
"north_east_and_yorkshire","beta5",0.0337738687724784,0,1,FALSE,TRUE,"beta5north_east_and_yorkshire"
"north_west","beta5",0.0313989171263959,0,1,FALSE,TRUE,"beta5north_west"
"south_east","beta5",0.0330950020222979,0,1,FALSE,TRUE,"beta5south_east"
"south_west","beta5",0.0256723051910949,0,1,FALSE,TRUE,"beta5south_west"
"east_of_england","beta6",0.0321537756387985,0,1,FALSE,TRUE,"beta6east_of_england"
"london","beta6",0.0386545361664798,0,1,FALSE,TRUE,"beta6london"
"midlands","beta6",0.0345037239652727,0,1,FALSE,TRUE,"beta6midlands"
"north_east_and_yorkshire","beta6",0.0314905983325164,0,1,FALSE,TRUE,"beta6north_east_and_yorkshire"
"north_west","beta6",0.0384510870273476,0,1,FALSE,TRUE,"beta6north_west"
"south_east","beta6",0.0338150247985496,0,1,FALSE,TRUE,"beta6south_east"
"south_west","beta6",0.0383193365487665,0,1,FALSE,TRUE,"beta6south_west"
"east_of_england","beta7",0.0340599180951027,0,1,FALSE,TRUE,"beta7east_of_england"
"london","beta7",0.0415365857895117,0,1,FALSE,TRUE,"beta7london"
"midlands","beta7",0.0362982525577197,0,1,FALSE,TRUE,"beta7midlands"
"north_east_and_yorkshire","beta7",0.0362266931198951,0,1,FALSE,TRUE,"beta7north_east_and_yorkshire"
"north_west","beta7",0.0365106238817178,0,1,FALSE,TRUE,"beta7north_west"
"south_east","beta7",0.0314960036841481,0,1,FALSE,TRUE,"beta7south_east"
"south_west","beta7",0.0371215966767307,0,1,FALSE,TRUE,"beta7south_west"
"east_of_england","beta8",0.0464859767745585,0,1,FALSE,TRUE,"beta8east_of_england"
"london","beta8",0.0575367101909888,0,1,FALSE,TRUE,"beta8london"
"midlands","beta8",0.0549291485482343,0,1,FALSE,TRUE,"beta8midlands"
"north_east_and_yorkshire","beta8",0.05807011294713,0,1,FALSE,TRUE,"beta8north_east_and_yorkshire"
"north_west","beta8",0.0599701308080694,0,1,FALSE,TRUE,"beta8north_west"
"south_east","beta8",0.0507931117679189,0,1,FALSE,TRUE,"beta8south_east"
"south_west","beta8",0.0407677198628759,0,1,FALSE,TRUE,"beta8south_west"
"east_of_england","beta9",0.0559734372846663,0,1,FALSE,TRUE,"beta9east_of_england"
"london","beta9",0.0561162152042698,0,1,FALSE,TRUE,"beta9london"
"midlands","beta9",0.0507044481006041,0,1,FALSE,TRUE,"beta9midlands"
"north_east_and_yorkshire","beta9",0.0584724418576697,0,1,FALSE,TRUE,"beta9north_east_and_yorkshire"
"north_west","beta9",0.0597722892443911,0,1,FALSE,TRUE,"beta9north_west"
"south_east","beta9",0.0486530913064326,0,1,FALSE,TRUE,"beta9south_east"
"south_west","beta9",0.0575276222966263,0,1,FALSE,TRUE,"beta9south_west"
"east_of_england","mu_D",0.368684480687991,0,1,FALSE,TRUE,"mu_Deast_of_england"
"london","mu_D",0.175856934832942,0,1,FALSE,TRUE,"mu_Dlondon"
"midlands","mu_D",0.335753316729374,0,1,FALSE,TRUE,"mu_Dmidlands"
"north_east_and_yorkshire","mu_D",0.34048301441035,0,1,FALSE,TRUE,"mu_Dnorth_east_and_yorkshire"
"north_west","mu_D",0.384139008995551,0,1,FALSE,TRUE,"mu_Dnorth_west"
"south_east","mu_D",0.44968140817556,0,1,FALSE,TRUE,"mu_Dsouth_east"
"south_west","mu_D",0.167150628928828,0,1,FALSE,TRUE,"mu_Dsouth_west"
"east_of_england","mu_D_2",0.639471156450525,0,1,FALSE,TRUE,"mu_D_2east_of_england"
"london","mu_D_2",0.378923480214309,0,1,FALSE,TRUE,"mu_D_2london"
"midlands","mu_D_2",0.64408019473051,0,1,FALSE,TRUE,"mu_D_2midlands"
"north_east_and_yorkshire","mu_D_2",0.653339846624929,0,1,FALSE,TRUE,"mu_D_2north_east_and_yorkshire"
"north_west","mu_D_2",0.680139911773784,0,1,FALSE,TRUE,"mu_D_2north_west"
"south_east","mu_D_2",0.454369988629857,0,1,FALSE,TRUE,"mu_D_2south_east"
"south_west","mu_D_2",0.494752919779486,0,1,FALSE,TRUE,"mu_D_2south_west"
"east_of_england","mu_D_3",0.496627988974532,0,1,FALSE,TRUE,"mu_D_3east_of_england"
"london","mu_D_3",0.317362551143518,0,1,FALSE,TRUE,"mu_D_3london"
"midlands","mu_D_3",0.399394219097869,0,1,FALSE,TRUE,"mu_D_3midlands"
"north_east_and_yorkshire","mu_D_3",0.361325013680569,0,1,FALSE,TRUE,"mu_D_3north_east_and_yorkshire"
"north_west","mu_D_3",0.346214974016728,0,1,FALSE,TRUE,"mu_D_3north_west"
"south_east","mu_D_3",0.428846016753949,0,1,FALSE,TRUE,"mu_D_3south_east"
"south_west","mu_D_3",0.366165703254073,0,1,FALSE,TRUE,"mu_D_3south_west"
"east_of_england","mu_D_4",0.443339285575755,0,1,FALSE,TRUE,"mu_D_4east_of_england"
"london","mu_D_4",0.323002559169805,0,1,FALSE,TRUE,"mu_D_4london"
"midlands","mu_D_4",0.520122836489039,0,1,FALSE,TRUE,"mu_D_4midlands"
"north_east_and_yorkshire","mu_D_4",0.500466357947607,0,1,FALSE,TRUE,"mu_D_4north_east_and_yorkshire"
"north_west","mu_D_4",0.477337138289914,0,1,FALSE,TRUE,"mu_D_4north_west"
"south_east","mu_D_4",0.416020542323031,0,1,FALSE,TRUE,"mu_D_4south_east"
"south_west","mu_D_4",0.364865639520323,0,1,FALSE,TRUE,"mu_D_4south_west"
"east_of_england","mu_D_5",0.41609035015341,0,1,FALSE,TRUE,"mu_D_5east_of_england"
"london","mu_D_5",0.29652122252487,0,1,FALSE,TRUE,"mu_D_5london"
"midlands","mu_D_5",0.453653262554281,0,1,FALSE,TRUE,"mu_D_5midlands"
"north_east_and_yorkshire","mu_D_5",0.442718379911209,0,1,FALSE,TRUE,"mu_D_5north_east_and_yorkshire"
"north_west","mu_D_5",0.389208380295786,0,1,FALSE,TRUE,"mu_D_5north_west"
"south_east","mu_D_5",0.292946977746325,0,1,FALSE,TRUE,"mu_D_5south_east"
